,review_id,title,year,user_review,user_suggestion,emotions
76,77,Spooky's Jump Scare Mansion,2015.0,"Pros-Anxiaty Inducing Gameplay (which is what a horror game should have)- interesting visual style- good comical moments-lots of jump scaresCons-walking simulatorI really with there was more to this game than moving from room to room running from misc badies. perhaps puzzles or obsticals that increase difficulty when the slower monsters are fallowing you. however for what it is, Spooky's house of jump scares is great. interesting enough to keep you captivated for long periods of time.",1,happiness
77,78,Spooky's Jump Scare Mansion,2017.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,neutral
78,79,Spooky's Jump Scare Mansion,2015.0,"Hi to all reading this wonderful review.After playing this game for approxomitely 6.9 hours with a group of friends we attained a lot of information and opinions on the game. We (myself - Will big nips, AlfieTheLad, Archibald-crotch Robinson, Sam ♥♥♥♥♥♥ key, Smurph, suicidal and some gay♥♥♥♥♥♥ decided to spice the night up and play this game as a drinking game. We finished the game, ye?♥♥♥♥♥♥ending.We drank every jump scare, ye? Big Nips got very drunk and threw up.We finished the game, ye?♥♥♥♥♥♥ending. (previously mentioned but it was very♥♥♥♥♥♥Anyway, pretty scary, fun and archie is gay. 911/911 would play again.69/69 would recommend to friend.ty bby <4 would deffo reccomend",1,fun
79,80,Spooky's Jump Scare Mansion,2015.0,"This is probly the scarest game i ever played i am at lvl 310 and i died :( its really scary with creapy, cute pupkins and crepy pupets. This game also as a storyline. When the pupet was killing me i closed out the game i am probly not going to play for another 2 weeks",1,fear
80,81,Spooky's Jump Scare Mansion,2015.0,"The game have a lot of potential.Any time you can expect something to jump infront of you.There's a lot of jumpscares and special monsters who will chase you.Its very entertaining and plesaring :D.If you have need for sick and amazing jumpscares,you really should try it.Now im at 800 room and im loving the game so far.There's still 200 rooms to complete and i dont know what can i expect.Its a short indie horror.10/10 Everyone who likes horror genre must try it :)",1,fun
81,82,Spooky's Jump Scare Mansion,2015.0,"Early Access Reviewokay, i Haven't made it through the last 200 rooms yet, but i can alrEady say, this game is easiLy the most terrifying game i've ever Played or seen, it has had so many moments that have tempted me to shut the game off (iM talking to you, deer god) and just wow this gamE was so well made. anyone who enjoys the horror genre should definetly have go with this one.P.S can anyone find my secret message?",1,fear
82,83,Spooky's Jump Scare Mansion,2015.0,Sometimes you will be walking down a hall and the hall will gradually get smaller and you will feel fear and it will be a horrific experience before the red man appears. Once the red man appears the only way to beat the game is to press Esc and the down arrow key and enter. I won very easily,1,worry
83,84,Spooky's Jump Scare Mansion,2016.0,"SUCH A GOOD GAME! I got an idea though, what about MULTPLAYER? So you connect over LAN or you can generate your own world (that saves progress) and you two (or more!) explore together, and then when they die, you gatta meet them in the *50th or *00th room? Just an idea!",1,fun
84,85,Spooky's Jump Scare Mansion,2017.0,"10/10 game. The way the game draws itself out to be an easy game with specimen 1 (cardboard cutouts) is something I personally appreciate. I personally am not a very brave person and was scared by everything and was even scared by specimen 1 since I was expecting something to attack me. The game uses atmosphere to its advantage in an excellent way and after playing the game alone, I have seen stuff move such as my own shadow and flinch (true story). Spooky's Jump Scare Mansion is a great game to play with friends too as my friends would freak out when something happened on the laggy screen I cast onto which would make me smile as I was already in the next room. The only issue I have with the game is the screen moving downwards and to the left occasionally but it was easy to get past. I wish I could take screenshots to share with friends but print screen works just as well as a substitute. Definitely give the game a chance if you have the time since it's free. I really hope to get one of my friends to play the hd remake in VR someday (cause I'm not gonna do it).",1,fun
85,86,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewSo.I need new underwear. This game is both adorable and terrifying. I had a harder time playing this than I did Outlast. If you enjoy jump scares and running for your life, this is the game for you.",1,fear
86,87,Spooky's Jump Scare Mansion,2018.0,"So, have you heard of the house on the hillI hear it's haunted, and crawling with all types of evilBut I am not afraid of any legends or loresAnd I want answers to what might be behind all these doorsKnocking and waiting for some sort of replyIt seems there's nobody in here, and I want to know whyI can feel a shiver crawling way up my spinebut I know there's something that's waiting at the end of the lineAnother door, another questionI'm going 'round in circles, wond'ring when I'll reach the endI'm losing the sense of where I amThe hallways got longer and all the walls have turned redI’ve come to, 900, hands covered in soresNow there are only, 100 of these spine-chilling doorsBut I just can’t imagine what could be at the endand I am hoping, it’s all worth it to my little friendSpooky, what is it that you’re hiding from me?I feel there’s something, that’s missing don’t know what it could be I just finished opening nine hundred and threeWill I survive it, until the end there’s no guaranteeSo many doors, so many questionsMy eyes are getting heavy and I just want it to endI'm losing, my grip on realityI’ve seen no one else here and now I fear I am deadThere’s just a few more doors, it won’t take many more… just one at a timeYou’ve got your axe in hand, everything’s gonna be fine in the end… or so she pretendsOh Spooky I’ve got a bone, to pick with you when I’m done, with your little gameI open the last door… don’t know what’s in store…The final, encounter, was so unforeseenEverything I thought, of Spooky wasn't quite what it seemedThe evidence I came across gave me just the thingTo understand more, of Spooky and her sad upbringingLost and, so lonely and so misunderstoodTurns out the thing she, loved most to do had done her in goodThe shock of what had happened lasted year after yearAnd so the family, did everything to make her appearThe final door, the ultimatumSurrounded by a thousand and I can’t help but give inOur mission, to change our historyThe people will think twice when visited by SpookyIt’s Spooky",1,neutral
87,88,Spooky's Jump Scare Mansion,2018.0,"It was a really cute game, not really scary jumpscares but then, all of a sudden........................I was s h o o k. I didn't expect that o.o. It's very 'Spooky'if you know what I mean ;) ok, no.",1,surprise
88,89,Spooky's Jump Scare Mansion,2016.0,"It was a short but phenominal ride of cuteness and horror. Well done and definately worth the price of $0. Fun, terrifying, and suspenseful. If you like horror games and want a good time for at least a little while, go ahead and play.",1,fun
89,90,Spooky's Jump Scare Mansion,2015.0,"Well im not going to lie, those monsters where kind of sexy and made me cream once or twice but.... im not jewish so banks dont scare me. 10/1000 made ice cream come out of every hole of my body.",1,fear
90,91,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThis game is free? How? 10/10About 300 Rooms In. Game started of very simple: just cardboard pictures of cartoon-like ghosts and skeletons. Eventually sh*t starts getting creepy: ""things"" start chasing you and, as research lab databases show, there are tonnes of monsters to come the deeper you go. I loved the mini-games: a great relief from the game's jump scares.Although I think jump scares are cheap, and far too many games use them and go on to tag them as a ""horror"" games (FNAF), this game uses them effectively: creating an eerie atmosphere and making you jump out of your chair at even the cutest cardboard cut-outs while being chased by a head-eating (Resident Evil-like) monster.This game has a strange effect as I want to continue on ""just one room more"" I tell myself even though that one room could either be a single corridor (which I nervously walk down) or a dark room in which you magically obtain a flashlight(???) Worth the £000.00 I invested and I'm looking forward to the 1000th room (if I ever get there). Game-play: 8/10Helpless at the start.....and so far still like that. Controls are simple but work effectively.Graphics: 9/10Simple cartoons at start but develops to much darker images.Polish: 8/10Funny (Spooky girl), Detailed backlog of each monster and Fear. What more to ask for?",1,happiness
91,92,Spooky's Jump Scare Mansion,2015.0,"Has a few nice elements but overall quite boring and repetitive.+++ music and sounds++ free+ things popping up at the start, then I just got used to it+ some visuals+ humor--- repetitive-- going through 60+ boring rooms and then getting killed out of nowhere... waste of time- story- movement, can't ""slide"" on edges, blocks your movement- monsters jumping out of nowhere and killing youOverall 5/10.",0,boredom
92,93,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewA game that starts calm and works it's way up to genuine terror.  It's not a gradual rise, but more in spikes, each spike scarier than the last.  It always returns to the same calm between spikes of spookiness, until you get far enough...  There's randomly generated rooms that you must advance through, most of the time duplicates of previous rooms will turn up time after time.  Every now and then a rare, interesting room appears, usually having some fun gimic or a reference to another popular horror game.  Fans of SCP Containment Breach would likely enjoy this.Is this game worth your money?  It's free.  Give it a play and you'll see.",1,fun
93,94,Spooky's Jump Scare Mansion,2015.0,"boring. jump scares have 0 effect on me. if you're one of those people who get unreasonably scared at the smallest things, this game's (not) for you. if you get kinda scared and you like it, then you'll like this game i guess. if you don't get scared at all from these things, then you're just wasting your time.also, spooky's voice is f*cking ret@rded. her personality's pretty sh*t, too. i wanted to kill her when she spoke her first sentence.",0,anger
94,95,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThis game is free? How? 10/10About 300 Rooms In. Game started of very simple: just cardboard pictures of cartoon-like ghosts and skeletons. Eventually sh*t starts getting creepy: ""things"" start chasing you and, as research lab databases show, there are tonnes of monsters to come the deeper you go. I loved the mini-games: a great relief from the game's jump scares.Although I think jump scares are cheap, and far too many games use them and go on to tag them as a ""horror"" games (FNAF), this game uses them effectively: creating an eerie atmosphere and making you jump out of your chair at even the cutest cardboard cut-outs while being chased by a head-eating (Resident Evil-like) monster.This game has a strange effect as I want to continue on ""just one room more"" I tell myself even though that one room could either be a single corridor (which I nervously walk down) or a dark room in which you magically obtain a flashlight(???) Worth the Â£000.00 I invested and I'm looking forward to the 1000th room (if I ever get there). Game-play: 8/10Helpless at the start.....and so far still like that. Controls are simple but work effectively.Graphics: 9/10Simple cartoons at start but develops to much darker images.Polish: 8/10Funny (Spooky girl), Detailed backlog of each monster and Fear. What more to ask for?",1,happiness
95,96,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewI LOVE THIS GAME! I'm currently on room 300 and this game really got me. When I read the discription of the game, I was skeptical, I mean what is ""cute terror""? This is a question that gets answered around room 60 and that's when the game starts to get fun. This game has a nice start that makes you think it's fun but it takes that dark turn that horror fans love. I love this game and look forward to seeing how it progresses, i'm very impressed and I would definitely recomend this to friends. 10/10",1,fun
96,97,Spooky's Jump Scare Mansion,2015.0,"Wandered through about 10 rooms without seeing anything. Then I get startled by an adorable cardboard ghost.Lots more rooms, some more cutesy cardboard jumps, and a few notes â™¥â™¥â™¥â™¥â™¥ing about how thirsty the writer was.Then I found a note that just had some weird stuff about choking. Sounded crazy. I turn around and OH MY GOD WHAT THE â™¥â™¥â™¥â™¥ IS THAT THAT IS NOT CUTE OR CARDBOARD NOPE NOPE NOPE I'M OUT OF HERE hey i wonder if it followed me into this next room NOPE IT FOLLOWED ME NOPE NOPE NOPE",1,surprise
97,98,Spooky's Jump Scare Mansion,2015.0,Early Access Reviewthe game starts off cute and the jump scares arn't exactly scary. after the first elevator though... is when the real fright starts.fun fact: every 50 rooms there is an elevator which allows you to save and read a note. later in the game it will take up to 100 rooms before an elevator.,1,fun
98,99,Spooky's Jump Scare Mansion,2018.0,"it's pretty obviously part of the seemingly-normal-then-creepy side of entertainment these days, but before it actually ramped up to the scary♥♥♥♥♥♥I was jumping from the ♥♥♥♥ing pumpkins and toasts so I have no hope going forward. so far it's pretty fun, going through rooms is quick so it's not too bothersome, and it started getting really scary before I alt f4'd",1,fear
99,100,Spooky's Jump Scare Mansion,2015.0,What the hell is this rubbish? There's nothing to do other than go from one door to another. Someone actually bothered to make 1000 rooms with absolutely nothing to do? Why are there any positive reviews? Am I missing something? I went through about 20 rooms before I gave up. 0/10,0,anger
100,101,Spooky's Jump Scare Mansion,2015.0,"It's not a bad game, it's just waaaay too slow for me. You practically do NOTHING for the first 500 rooms and then the ""scary"" moments aren't scary enough to be worth the boredom of the first 500 rooms :/",0,boredom
101,102,Spooky's Jump Scare Mansion,2015.0,"Well, after room 300 I guess I've had enough of this game. The life-size wooden puppet thing does not adhere to its own rules of conduct and as a result is insanely difficult to get away from and the one time that I did escape it anyhow, I was arbitrarily killed by a long, narrow hallway because I took a random door instead of some other random door with no clue as to tell me that I took the wrong door. According to the game's wiki this game has several bugs which end up killing your character (which wouldn't be so bad if I could save my game whenever I wanted but unfortunately I can only save my game every 50 rooms at particular locations). The end result is that this ends up being a frustrating little game (despite it's good humor) even though it is free to play.With so many other games out there I think it's time for me to focus on something else.",0,sadness
102,103,Spooky's Jump Scare Mansion,2015.0,"It's a game that calls itself spooky but then it's cute but then it's not.In all honesty it gets boring pretty fast. Going through rooms gets tedious and none of the monsters are really threatening except for maybe one of them since you can outrun all of them.But hey, it's free, at least, unlike the soundtrack which I think is forgettable and shouldn't cost anywhere near $10, let alone 5.",0,boredom
